swc_name,dangling_branch,root_node_jump,z_jumps,narrow_start,fat_ends,has_all_nonzero_segment_lengths,narrow_neurite_section,single_child,multifurcation,number_of_dendritic_trees_steaming_from_the_soma,number_of_axons,max_branch_order,total_section_length,max_section_length
17788_4719_x3512_y9492,0,0,0,0,0,0,0,0,0,10,1,65,397558.0807,20550.46289
17788_5059_x3960_y6601,0,0,0,0,0,0,0,0,0,8,1,24,148370.8108,15852.57617
17788_5767_x16636_y3662,0,0,0,0,0,0,0,0,0,7,1,50,272287.624,8235.057617
18047_00047,0,0,0,0,0,0,0,0,0,8,1,28,136978.0992,3308.018311
18047_2622_x11862_y12983,0,0,0,0,0,0,0,0,0,4,1,25,97791.20682,2176.650879
18047_3132_x24052_y12385,0,0,0,0,0,0,0,0,0,6,1,16,144854.5901,2592.529541
18047_4141_x14168_y9063,0,0,0,0,0,0,0,0,0,10,0,38,331609.1207,6335.039063
18047_4458_x18853_y10785,0,0,0,0,0,0,0,0,0,10,1,34,298675.2161,6285.915039
18047_5719_x25513_y7957,0,0,0,0,0,0,0,0,0,6,1,32,107237.3964,5746.416016
18047_7769_x31046_y13195,0,0,0,0,0,0,0,0,0,7,1,27,65184.15953,4437.697754
182724_2238_x7096_y20268,0,0,0,0,0,0,0,0,0,8,1,32,209924.804,5169.678711
182724_2247_x6785_y11803,0,0,0,0,0,0,0,0,0,10,1,52,403512.8875,3973.330322
182724_2333_x7081_y21185,0,0,0,0,0,0,0,0,0,9,0,36,265291.1631,5458.916992
182724_2383_x9300_y17890,0,0,0,0,0,0,0,0,0,8,0,25,119603.1833,3514.10498
182724_2494_x6419_y20983,0,0,0,0,0,0,0,0,0,7,0,41,289171.4718,4334.851074
182724_2525_x8483_y21088,0,0,0,0,0,0,0,0,0,11,1,35,218811.861,9554.884766
182724_2526_x7529_y21792,0,0,0,0,0,0,0,0,0,10,1,31,275448.2497,4993.994141
182724_2670_x5615_y13225,0,0,0,0,0,0,0,0,0,9,1,36,323852.1679,4466.734375
182724_2926_x5279_y13761,0,0,0,0,0,0,0,0,0,2,0,36,287714.2802,5619.129883
182724_2997_x5821_y12613,0,0,0,0,0,0,0,0,0,6,1,19,84889.84742,7990.04248
182724_3848_x8903_y23965,0,0,0,0,0,0,0,0,0,8,0,22,182852.8895,6528.417969
182724_3887_x5901_y10339,0,0,0,0,0,0,0,0,0,2,0,34,144287.8489,7707.856445
182724_4327_x4847_y18972,0,0,0,0,0,0,0,0,0,2,0,33,257435.3375,4887.466797
182724_4472_x5247_y12162,0,0,0,0,0,0,0,0,0,5,1,21,85839.76759,2037.120972
182724_4580_x5627_y9427,0,0,0,0,0,0,0,0,0,8,1,25,117867.4767,6977.652832
182724_4599_x8181_y6776,0,0,0,0,0,0,0,0,0,7,1,11,76234.71325,1732.904663
182724_4785_x5002_y11122,0,0,0,0,0,0,0,0,0,2,0,36,239659.7501,8727.728516
182724_5355_x5321_y20589,0,0,0,0,0,0,0,0,0,6,1,27,44011.89109,3513.787598
182724_5410_x4393_y11075,0,0,0,0,0,0,0,0,0,2,0,25,112718.5945,5920.463867
182724_5651_x9832_y25682,0,0,0,0,0,0,0,0,0,10,1,29,228140.1047,5234.187988
182724_5793_x8695_y5510,0,0,0,0,0,0,0,0,0,2,0,40,200240.9007,7398.787109
182724_5937_x3804_y11955,0,0,0,0,0,0,0,0,0,13,1,32,204740.9402,5144.078125
182725_2241_x9113_y11193,0,0,0,0,0,0,0,0,0,8,1,40,294303.776,3834.910156
182725_2376_x10033_y10786,0,0,0,0,0,0,0,0,0,11,1,34,214043.7051,4709.703125
182725_2390_x8944_y12077,0,0,0,0,0,0,0,0,0,9,1,36,284592.1855,4068.290039
182725_2581_x9375_y21137,0,0,0,0,0,0,0,0,0,9,1,26,240978.7817,6805.673828
182725_2917_x9391_y22263,0,0,0,0,0,0,0,0,0,9,1,35,313733.5915,4811.875977
182725_3680_x13452_y7614,0,0,0,0,0,0,0,0,0,10,1,35,276675.0651,6935.570801
182725_3762_x5563_y19178,0,0,0,0,0,0,0,0,0,8,1,37,280280.6776,5195.92334
182725_4080_x6576_y11407,0,0,0,0,0,0,0,0,0,9,1,26,198873.0394,4185.218262
182725_4160_x5717_y19181,0,0,0,0,0,0,0,0,0,8,1,29,173720.4032,5090.839355
182725_4290_x5671_y18488,0,0,0,0,0,0,0,0,0,10,1,30,163050.745,6368.162598
182725_4390_x5078_y18459,0,0,0,0,0,0,0,0,0,7,1,27,134255.5205,5833.255859
182725_5012_x5980_y10427,0,0,0,0,0,0,0,0,0,10,1,28,160111.2723,8219.838867
182725_5094_x5532_y11642,0,0,0,0,0,0,0,0,0,10,1,25,161036.396,7357.118164
182725_6819_x6109_y7853,0,0,0,0,0,0,0,0,0,7,1,26,120434.2874,5137.229004
182725_7341_x4593_y22594,0,0,0,0,0,0,0,0,0,10,1,31,212364.4841,5744.910156
18452_3926_x14445_y21337,0,0,0,0,0,0,0,0,0,3,1,35,48536.39425,1165.584473
18452_4002_x10332_y17479,0,0,0,0,0,0,0,0,0,6,0,42,38355.29562,783.1591797
18452_4126_x15225_y20986,0,0,0,0,0,0,0,0,0,2,1,39,32599.14666,751.647583
18452_4272_x26686_y20064,0,0,0,0,0,0,0,0,0,3,0,45,78079.67734,1218.974609
18452_4536_x11274_y21067,0,0,0,0,0,0,0,0,0,3,0,34,42667.35948,1242.587036
18452_5511_x26566_y3403,0,0,0,0,0,0,0,0,0,5,1,28,89990.65464,9662.048828
18452_7249_x11408_y2071,0,0,0,0,0,0,0,0,0,7,1,21,83356.98567,15503.86719
18453_1641_x24165_y10580,0,0,0,0,0,0,0,0,0,7,1,36,223569.0221,9208.707031
18453_1643_x24077_y11694,0,0,0,0,0,0,0,0,0,6,1,27,263764.2709,10332.38184
18453_1674_x14446_y9719,0,0,0,0,0,0,0,0,0,7,1,24,267189.0891,9466.430664
18453_1924_x22284_y8069,0,0,0,0,0,0,0,0,0,5,2,18,165012.6377,12785.85156
18453_2190_x23739_y8507,0,0,0,0,0,0,0,0,0,5,0,30,194028.5515,9594.345703
18453_2400_x15836_y7243,0,0,0,0,0,0,0,0,0,7,1,26,257104.79,11446.7207
18453_2428_x13810_y8197,0,0,0,0,0,0,0,0,0,6,1,19,153499.9252,9879.248047
18453_2632_x11687_y8383,0,0,0,0,0,0,0,0,0,6,0,34,171892.4589,12937.0791
18453_2645_x28684_y11703,0,0,0,0,0,0,0,0,0,6,1,25,216491.4463,18193.34375
18453_2713_x27713_y9899,0,0,0,0,0,0,0,0,0,5,0,37,177033.8669,5244.367676
18453_2884_x12998_y7285,0,0,0,0,0,0,0,0,0,6,0,28,178205.1262,8476.550781
18453_2991_x13607_y7348,0,0,0,0,0,0,0,0,0,6,0,32,145120.6694,11564.42188
18453_3021_x27493_y8943,0,0,0,0,0,0,0,0,0,6,0,24,255544.3249,14915.09668
18453_3147_x16721_y20510,0,0,0,0,0,0,0,0,0,1,1,5,2963.618694,253.7629242
18453_3186_x12745_y7108,0,0,0,0,0,0,0,0,0,6,1,18,32451.66567,1380.51123
18453_3218_x16785_y20581,0,0,0,0,0,0,0,0,0,1,0,7,3306.646893,437.4120483
18453_3225_x17398_y19713,0,0,0,0,0,0,0,0,0,2,1,36,28951.59113,665.0545044
18453_3316_x8214_y11076,0,0,0,0,0,0,0,0,0,4,1,14,72054.48159,2347.244141
18453_3326_x29413_y10076,0,0,0,0,0,0,0,0,0,4,1,11,60863.62658,1697.76709
18453_3350_x8925_y9653,0,0,0,0,0,0,0,0,0,6,1,24,111724.3375,2107.405762
18453_3456_x24161_y6646,0,0,0,0,0,0,0,0,0,9,1,24,175044.436,4909.707031
18453_3471_x28224_y8289,0,0,0,0,0,0,0,0,0,6,0,20,72138.24861,2699.563965
18453_3492_x29357_y9198,0,0,0,0,0,0,0,0,0,4,1,13,39743.37262,1450.06665
18453_3516_x21006_y6048,0,0,0,0,0,0,0,0,0,6,0,38,241972.1975,9285.96875
18453_3564_x30226_y9677,0,0,0,0,0,0,0,0,0,7,1,28,127718.3242,4937.53418
18453_3579_x30397_y10103,0,0,0,0,0,0,0,0,0,5,1,20,101374.9694,2139.750488
18453_3678_x8938_y8684,0,0,0,0,0,0,0,0,0,5,1,21,50058.51089,1428.638672
18453_3690_x8282_y9898,0,0,0,0,0,0,0,0,0,5,1,11,80479.37688,3262.734375
18453_3704_x10450_y7387,0,0,0,0,0,0,0,0,0,6,1,34,118246.0399,2664.401855
18453_3766_x16118_y20931,0,0,0,0,0,0,0,0,0,3,1,23,33766.04363,854.3798828
18453_3767_x22604_y5643,0,0,0,0,0,0,0,0,0,6,1,28,124890.7351,6709.097168
18453_3795_x13584_y5960,0,0,0,0,0,0,0,0,0,6,1,31,200435.9746,10457.875
18453_3796_x16246_y20830,0,0,0,0,0,0,0,0,0,3,1,28,22627.85614,839.1445313
18453_3810_x16082_y20891,0,0,0,0,0,0,0,0,0,4,1,30,30889.90474,995.2086182
18453_3841_x9500_y7920,0,0,0,0,0,0,0,0,0,2,1,15,60834.7142,3201.466309
18453_3848_x19057_y7025,0,0,0,0,0,0,0,0,0,7,1,31,173054.9593,4078.557373
18453_3935_x22928_y21885,0,0,0,0,0,0,0,0,0,6,0,27,29874.97653,752.1063232
18453_3945_x11262_y6434,0,0,0,0,0,0,0,0,0,5,0,31,125212.8162,4893.470703
18453_4067_x16924_y5288,0,0,0,0,0,0,0,0,0,7,1,21,194483.9436,7892.999512
18453_4186_x30783_y11697,0,0,0,0,0,0,0,0,0,5,1,20,332812.9565,4534.934082
18453_4221_x16935_y5165,0,0,0,0,0,0,0,0,0,10,1,22,188312.3046,9596.521484
18453_4231_x30739_y8470,0,0,0,0,0,0,0,0,0,4,1,20,69344.82328,2680.431885
18453_4283_x7543_y12923,0,0,0,0,0,0,0,0,0,7,1,21,243560.4696,5076.102539
18453_4283_x7739_y13735,0,0,0,0,0,0,0,0,0,7,1,24,288287.7481,6239.772461
18453_4345_x12044_y5189,0,0,0,0,0,0,0,0,0,7,1,23,118280.4219,12930.79199
18453_4386_x31552_y9254,0,0,0,0,0,0,0,0,0,4,1,16,52059.64402,1756.81543
18453_4403_x30609_y7732,0,0,0,0,0,0,0,0,0,5,1,35,77325.39376,2118.888184
18453_4496_x31014_y8304,0,0,0,0,0,0,0,0,0,2,1,17,66295.44884,2427.75293
18453_4497_x29287_y7176,0,0,0,0,0,0,0,0,0,2,1,15,48335.53018,1382.584351
18453_4540_x32498_y9442,0,0,0,0,0,0,0,0,0,6,0,43,182881.6062,23219.68555
18453_4693_x33039_y11636,0,0,0,0,0,0,0,0,0,8,1,22,172233.1037,13325.36914
18453_4711_x14090_y3943,0,0,0,0,0,0,0,0,0,7,0,24,118314.8213,11669.67383
18453_4725_x30684_y6703,0,0,0,0,0,0,0,0,0,8,0,36,137922.2146,8659.689453
18453_4749_x31789_y8895,0,0,0,0,0,0,0,0,0,5,1,13,49131.15397,1399.036377
18453_4899_x10111_y5917,0,0,0,0,0,0,0,0,0,6,1,19,66294.09277,2670.359375
18453_5033_x32118_y8975,0,0,0,0,0,0,0,0,0,3,1,14,61110.38981,3747.523438
18453_5113_x9557_y5782,0,0,0,0,0,0,0,0,0,5,1,15,58430.89668,3275.550781
18453_5228_x9833_y5221,0,0,0,0,0,0,0,0,0,6,1,28,90438.53505,4011.842041
18453_5308_x10321_y5166,0,0,0,0,0,0,0,0,0,4,1,15,46003.88503,4304.371582
18453_5317_x24548_y3717,0,0,0,0,0,0,0,0,0,4,1,19,95021.83475,5066.734863
18453_5318_x33682_y14092,0,0,0,0,0,0,0,0,0,4,1,30,171037.0577,4615.395508
18453_5325_x32314_y8395,0,0,0,0,0,0,0,0,0,4,1,13,85067.81617,19168.97266
18453_5343_x23330_y3366,0,0,0,0,0,0,0,0,0,5,1,23,128472.7022,7920.532227
18453_5436_x32746_y12751,0,0,0,0,0,0,0,0,0,5,1,23,241641.5325,7385.729492
18453_5459_x9646_y5477,0,0,0,0,0,0,0,0,0,5,1,10,55248.09738,1465.877197
18453_5535_x29214_y5045,0,0,0,0,0,0,0,0,0,4,1,16,60550.992,4002.911621
18453_5578_x32997_y13060,0,0,0,0,0,0,0,0,0,4,1,22,212187.4957,5425.081055
18453_5667_x25695_y3103,0,0,0,0,0,0,0,0,0,7,0,28,110785.4413,5275.983887
18453_5766_x31719_y6139,0,0,0,0,0,0,0,0,0,8,1,15,90718.08531,24216.39844
18453_5841_x19468_y3419,0,0,0,0,0,0,0,0,0,4,1,12,30040.04145,3507.710938
18453_5862_x33046_y12305,0,0,0,0,0,0,0,0,0,5,1,32,190777.1773,4727.036133
18453_5941_x24629_y3152,0,0,0,0,0,0,0,0,0,5,1,23,130882.6525,11295.45117
18453_5995_x24812_y3143,0,0,0,0,0,0,0,0,0,4,1,27,156782.6034,8707.448242
18453_6040_x24821_y3042,0,0,0,0,0,0,0,0,0,6,1,22,117391.4893,7894.328613
18453_6053_x8032_y5933,0,0,0,0,0,0,0,0,0,3,1,14,80610.14049,8254.339844
18453_6181_x10238_y3690,0,0,0,0,0,0,0,0,0,7,1,22,144045.1537,15782.6709
18453_6229_x34471_y10482,0,0,0,0,0,0,0,0,0,9,1,35,139690.5789,17877.89063
18453_6316_x30559_y4743,0,0,0,0,0,0,0,0,0,6,1,18,48623.14712,3722.709717
18453_6477_x30376_y5078,0,0,0,0,0,0,0,0,0,7,1,12,74009.98585,1545.651978
18453_6479_x9010_y4330,0,0,0,0,0,0,0,0,0,7,1,20,97894.31168,8813.6875
18453_6500_x34303_y12884,0,0,0,0,0,0,0,0,0,7,1,27,180252.8036,9124.34375
18453_6537_x8725_y4484,0,0,0,0,0,0,0,0,0,6,1,14,83279.03517,4398.010742
18453_6561_x9442_y3817,0,0,0,0,0,0,0,0,0,7,0,19,104347.6618,20842.45313
18453_6576_x22528_y4353,0,0,0,0,0,0,0,0,0,4,1,16,32362.96855,2652.200684
18453_6604_x9161_y4006,0,0,0,0,0,0,0,0,0,8,1,24,189800.0766,5314.230469
18453_6675_x10576_y3102,0,0,0,0,0,0,0,0,0,5,1,15,104288.4627,17497.60156
18453_6675_x8876_y4461,0,0,0,0,0,0,0,0,0,7,0,25,156427.3816,22897.78125
18453_6708_x6437_y7833,0,0,0,0,0,0,0,0,0,4,1,29,188505.8556,9894.62793
18453_6746_x8555_y4741,0,0,0,0,0,0,0,0,0,8,1,20,88435.85116,6020.934082
18453_6748_x28152_y3578,0,0,0,0,0,0,0,0,0,6,1,22,73817.94134,1795.726807
18453_6756_x7677_y5336,0,0,0,0,0,0,0,0,0,8,1,25,106633.9066,17591.84961
18453_6846_x11548_y2831,0,0,0,0,0,0,0,0,0,5,1,23,78345.92843,6399.723633
18453_7007_x11486_y3611,0,0,0,0,0,0,0,0,0,6,1,14,84468.76782,7095.247559
18453_7010_x8769_y4509,0,0,0,0,0,0,0,0,0,7,1,78,135987.1341,4721.692383
18453_7024_x9012_y4138,0,0,0,0,0,0,0,0,0,7,1,86,197000.3424,10228.87891
18453_7112_x9089_y4667,0,0,0,0,0,0,0,0,0,5,1,17,115080.7734,10290.58789
18453_7132_x11495_y3152,0,0,0,0,0,0,0,0,0,7,1,17,72515.65562,2453.636719
18453_7132_x31679_y7308,0,0,0,0,0,0,0,0,0,9,1,22,105089.1279,16147.31836
18453_7146_x8788_y4552,0,0,0,0,0,0,0,0,0,7,1,22,108050.8124,3410.20752
18453_7188_x11060_y3637,0,0,0,0,0,0,0,0,0,6,1,21,113833.0827,1756.529541
18453_7223_x30215_y5120,0,0,0,0,0,0,0,0,0,6,1,21,107680.204,13104.17773
18453_7245_x12979_y2864,0,0,0,0,0,0,0,0,0,6,1,24,99966.19686,5330.818359
18453_7304_x11719_y3749,0,0,0,0,0,0,0,0,0,6,1,10,51521.98217,1622.896973
18453_7309_x5442_y9199,0,0,0,0,0,0,0,0,0,6,1,24,124345.8446,19253.69141
18453_7455_x32866_y9412,0,0,0,0,0,0,0,0,0,6,1,15,114892.7474,4292.556152
18453_7692_x10145_y15241,0,0,0,0,0,0,0,0,0,6,1,44,183126.6254,4610.958008
18453_7813_x5799_y12199,0,0,0,0,0,0,0,0,0,5,1,55,240478.8464,3340.07251
18454_00002,0,0,0,0,0,0,0,0,0,3,1,27,36447.04864,3990.484863
18454_00003,0,0,0,0,0,0,0,0,0,5,1,31,38909.64048,3147.115234
18454_00004,0,0,0,0,0,0,0,0,0,5,0,18,32815.38178,3923.282471
18454_00008,0,0,0,0,0,0,0,0,0,2,0,33,44345.28964,2256.17627
18454_00009,0,0,0,0,0,0,0,0,0,2,1,32,41459.21366,7845.416992
18454_00010,0,0,0,0,0,0,0,0,0,4,0,21,45858.9758,2470.401367
18454_00011,0,0,0,0,0,0,0,0,0,6,0,16,50206.43802,2477.096191
18454_00014,0,0,0,0,0,0,0,0,0,6,1,34,44089.16644,4047.195068
18454_00015,0,0,0,0,0,0,0,0,0,3,1,19,60666.19647,2019.838257
18454_00016,0,0,0,0,0,0,0,0,0,7,0,15,67330.27409,3505.641846
18454_00017,0,0,0,0,0,0,0,0,0,3,0,14,65115.72079,5075.859375
18454_00018,0,0,0,0,0,0,0,0,0,5,1,23,45179.56345,4787.618164
18454_00020,0,0,0,0,0,0,0,0,0,4,1,18,50617.80948,2411.174316
18454_00021,0,0,0,0,0,0,0,0,0,5,1,48,34293.25504,3271.037109
18454_00022,0,0,0,0,0,0,0,0,0,3,0,14,59551.0585,3306.53418
18454_00024,0,0,0,0,0,0,0,0,0,4,1,48,43610.79289,2729.700928
18454_00027,0,0,0,0,0,0,0,0,0,3,0,21,68659.92602,1970.157227
18454_00028,0,0,0,0,0,0,0,0,0,3,1,23,31140.38645,6886.322754
18454_00029,0,0,0,0,0,0,0,0,0,5,0,19,51792.18488,2288.606934
18454_00039,0,0,0,0,0,0,0,0,0,8,0,20,74563.2587,3423.551025
18454_00046,0,0,0,0,0,0,0,0,0,7,1,21,57743.92227,6836.84668
18454_00048,0,0,0,0,0,0,0,0,0,9,1,34,85883.21568,7631.853516
18454_00049,0,0,0,0,0,0,0,0,0,3,1,26,37584.62408,3889.343506
18454_00050,0,0,0,0,0,0,0,0,0,5,0,33,135760.3521,7288.163086
18454_00051,0,0,0,0,0,0,0,0,0,5,1,25,220341.5857,7032.836426
18454_00052,0,0,0,0,0,0,0,0,0,12,1,31,124215.0875,6194.219727
18454_00053,0,0,0,0,0,0,0,0,0,5,0,23,155962.264,4501.727539
18454_00054,0,0,0,0,0,0,0,0,0,8,1,44,136524.1103,7325.461914
18454_00055,0,0,0,0,0,0,0,0,0,8,1,44,166922.4518,5199.810547
18454_00056,0,0,0,0,0,0,0,0,0,5,1,30,161496.192,7144.425293
18454_00057,0,0,0,0,0,0,0,0,0,8,0,25,170969.0231,5222.97168
18454_00058,0,0,0,0,0,0,0,0,0,7,0,20,193801.97,6895.973145
18454_00059,0,0,0,0,0,0,0,0,0,6,1,19,74320.13566,10746.42773
18454_00060,0,0,0,0,0,0,0,0,0,7,1,17,71806.23596,5678.443848
18454_00061,0,0,0,0,0,0,0,0,0,5,1,13,67132.58178,6148.581543
18454_00062,0,0,0,0,0,0,0,0,0,7,0,22,71267.69041,3140.427246
18454_00063,0,0,0,0,0,0,0,0,0,7,1,25,124492.3744,3326.445068
18454_00064,0,0,0,0,0,0,0,0,0,11,1,25,60221.11662,7144.211914
18454_00065,0,0,0,0,0,0,0,0,0,4,1,26,180630.9907,4108.680176
18454_00066,0,0,0,0,0,0,0,0,0,9,1,53,68347.78269,5368.250977
18454_00067,0,0,0,0,0,0,0,0,0,6,1,19,67439.20686,5500.126953
18454_00068,0,0,0,0,0,0,0,0,0,9,1,20,70301.35845,7820.156738
18454_00069,0,0,0,0,0,0,0,0,0,8,1,30,75197.32874,5195.26123
18454_00070,0,0,0,0,0,0,0,0,0,10,1,26,104123.9824,4833.164063
18454_00072,0,0,0,0,0,0,0,0,0,9,1,24,157307.6168,5795.876953
18454_00073,0,0,0,0,0,0,0,0,0,6,1,60,111947.2009,5394.581543
18454_00074,0,0,0,0,0,0,0,0,0,7,0,34,176588.4227,5346.658203
18454_00075,0,0,0,0,0,0,0,0,0,10,0,30,167858.2089,7432.072266
18454_00080,0,0,0,0,0,0,0,0,0,4,1,14,50819.02338,2881.782715
18454_00086,0,0,0,0,0,0,0,0,0,5,1,19,72261.70164,2969.51416
18454_00090,0,0,0,0,0,0,0,0,0,6,0,32,56501.81907,1654.272217
18454_00092,0,0,0,0,0,0,0,0,0,6,1,52,43189.22924,2096.862305
18454_00093,0,0,0,0,0,0,0,0,0,5,1,29,49417.70508,7839.552734
18454_00095,0,0,0,0,0,0,0,0,0,7,1,22,150846.8205,10486.97852
18454_00096,0,0,0,0,0,0,0,0,0,4,1,27,142193.7415,4356.655273
18454_00097,0,0,0,0,0,0,0,0,0,7,0,33,162282.9112,4292.531738
18454_00098,0,0,0,0,0,0,0,0,0,5,1,29,151206.9532,4453.12793
18454_00099,0,0,0,0,0,0,0,0,0,9,0,34,150289.141,7911.356445
18454_00100,0,0,0,0,0,0,0,0,0,9,1,37,121761.526,6666.958008
18454_00101,0,0,0,0,0,0,0,0,0,7,1,59,117922.0473,5068.472656
18454_00105,0,0,0,0,0,0,0,0,0,12,1,24,64551.36859,5856.010742
18454_00106,0,0,0,0,0,0,0,0,0,6,0,24,98257.35073,9023.552734
18454_00107,0,0,0,0,0,0,0,0,0,9,1,33,88767.56853,8612.033203
18454_00109,0,0,0,0,0,0,0,0,0,10,1,35,106918.2836,4686.410156
18454_00111,0,0,0,0,0,0,0,0,0,4,1,19,31275.73582,5831.044434
18454_00126,0,0,0,0,0,0,0,0,0,6,0,38,151485.6656,4502.493164
18454_00127,0,0,0,0,0,0,0,0,0,6,1,32,97878.39521,5305.635742
18454_00128,0,0,0,0,0,0,0,0,0,9,1,26,157852.156,6739.210449
18454_00129,0,0,0,0,0,0,0,0,0,10,0,20,66179.63994,3081.925781
18454_00130,0,0,0,0,0,0,0,0,0,7,1,56,179491.1249,4870.967773
18454_00131,0,0,0,0,0,0,0,0,0,10,0,45,147772.5578,8937.791016
18454_00132,0,0,0,0,0,0,0,0,0,9,1,36,137192.5839,3914.049805
18454_00133,0,0,0,0,0,0,0,0,0,9,1,20,94363.18887,5312.133789
18454_00134,0,0,0,0,0,0,0,0,0,10,1,28,70732.87767,5903.855469
18454_00135,0,0,0,0,0,0,0,0,0,10,0,68,92867.05429,10624.45996
18454_00136,0,0,0,0,0,0,0,0,0,5,1,35,152802.5948,5509.990234
18454_00137,0,0,0,0,0,0,0,0,0,14,0,32,83239.55678,4951.421387
18454_00138,0,0,0,0,0,0,0,0,0,11,1,57,92749.52023,3798.45166
18454_00139,0,0,0,0,0,0,0,0,0,9,1,28,108880.6627,3021.054688
18454_00140,0,0,0,0,0,0,0,0,0,10,0,27,87235.26478,7724.371094
18454_00141,0,0,0,0,0,0,0,0,0,8,1,33,104686.099,3133.969971
18454_00142,0,0,0,0,0,0,0,0,0,7,1,54,135007.5621,2818.442383
18454_00143,0,0,0,0,0,0,0,0,0,8,1,26,74079.84022,3007.750244
18454_00144,0,0,0,0,0,0,0,0,0,7,1,31,80430.70477,3725.510254
18454_00145,0,0,0,0,0,0,0,0,0,6,1,25,64113.24855,2828.064941
18454_00146,0,0,0,0,0,0,0,0,0,9,1,20,82751.988,6155.15918
18454_00147,0,0,0,0,0,0,0,0,0,6,1,35,135025.6509,3946.449707
18454_00148,0,0,0,0,0,0,0,0,0,8,1,71,87150.87391,3500.837891
18454_00149,0,0,0,0,0,0,0,0,0,6,1,56,55001.97173,3448.829102
18454_00150,0,0,0,0,0,0,0,0,0,12,1,41,75800.91899,3849.187744
18454_00151,0,0,0,0,0,0,0,0,0,7,1,31,77918.97168,3426.54834
18454_00152,0,0,0,0,0,0,0,0,0,8,1,24,59369.87646,6272.777344
18454_00153,0,0,0,0,0,0,0,0,0,7,1,43,79050.76008,3772.866211
18454_00154,0,0,0,0,0,0,0,0,0,12,1,45,89493.27338,9481.84375
18454_00155,0,0,0,0,0,0,0,0,0,12,1,41,80931.32774,4212.908203
18454_00156,0,0,0,0,0,0,0,0,0,9,1,34,128089.2682,3728.723633
18454_00157,0,0,0,0,0,0,0,0,0,8,0,37,118797.1188,3393.293213
18454_00158,0,0,0,0,0,0,0,0,0,10,1,27,89099.3317,4346.995605
18454_00159,0,0,0,0,0,0,0,0,0,9,1,34,141155.8612,2379.541504
18454_00160,0,0,0,0,0,0,0,0,0,8,1,47,111636.2774,2639.029541
18454_00161,0,0,0,0,0,0,0,0,0,6,1,37,145107.033,3072.42627
18454_00162,0,0,0,0,0,0,0,0,0,10,1,28,60729.3316,6735.291992
18454_00163,0,0,0,0,0,0,0,0,0,10,1,47,90101.1586,9276.323242
18454_00164,0,0,0,0,0,0,0,0,0,10,1,31,100341.5373,5199.213867
18454_00165,0,0,0,0,0,0,0,0,0,8,1,50,182084.3659,3381.27832
18454_00166,0,0,0,0,0,0,0,0,0,9,0,34,83816.94279,2587.183105
18454_00167,0,0,0,0,0,0,0,0,0,10,1,23,87069.42843,4990.681152
18454_00168,0,0,0,0,0,0,0,0,0,7,1,21,135223.2726,5031.716309
18454_00169,0,0,0,0,0,0,0,0,0,3,1,28,164204.8604,8084.539551
18454_00170,0,0,0,0,0,0,0,0,0,5,1,16,73411.92713,10840.63477
18454_00171,0,0,0,0,0,0,0,0,0,7,1,17,80866.66659,4457.416992
18454_00174,0,0,0,0,0,0,0,0,0,4,1,43,54285.34392,4092.523682
18454_00176,0,0,0,0,0,0,0,0,0,8,0,43,188896.3424,4310.313477
18454_00177,0,0,0,0,0,0,0,0,0,9,1,59,178807.3736,3330.013428
18454_01000,0,0,0,0,0,0,0,0,0,5,1,65,136770.3997,10037.22266
18454_01001,0,0,0,0,0,0,0,0,0,7,1,20,53815.17608,5842.695313
18454_01004,0,0,0,0,0,0,0,0,0,7,1,33,132512.7534,2902.860352
18454_01005,0,0,0,0,0,0,0,0,0,8,1,17,84578.42931,7638.008789
18454_01006,0,0,0,0,0,0,0,0,0,6,1,36,125502.8046,5820.02832
18454_01007,0,0,0,0,0,0,0,0,0,4,0,24,149835.882,7811.998047
18454_01009,0,0,0,0,0,0,0,0,0,6,1,23,57180.12739,5466.785645
18454_01010,0,0,0,0,0,0,0,0,0,5,1,20,69820.09722,4863.435547
18454_01011,0,0,0,0,0,0,0,0,0,9,1,23,78572.97013,3800.701904
18454_01012,0,0,0,0,0,0,0,0,0,10,1,34,57470.65397,6795.987305
18454_01013,0,0,0,0,0,0,0,0,0,11,1,20,75463.05879,5789.217773
18454_01014,0,0,0,0,0,0,0,0,0,9,0,31,105968.4754,10109.97852
18454_01015,0,0,0,0,0,0,0,0,0,9,1,20,81720.4231,5867.841309
18454_01018,0,0,0,0,0,0,0,0,0,12,0,26,100586.1644,7720.21582
18454_01021,0,0,0,0,0,0,0,0,0,3,0,34,97730.10076,15820.09766
18454_01022,0,0,0,0,0,0,0,0,0,8,0,57,172601.2455,10227.90039
18454_01023,0,0,0,0,0,0,0,0,0,4,1,17,43154.46091,9870.873047
18454_01027,0,0,0,0,0,0,0,0,0,7,1,48,68262.33036,7221.564453
18454_01030,0,0,0,0,0,0,0,0,0,6,1,16,38242.0002,8199.544922
18454_01031,0,0,0,0,0,0,0,0,0,6,1,18,48640.50915,8307.202148
18454_01032,0,0,0,0,0,0,0,0,0,6,1,14,46886.70152,5234.872559
18454_01033,0,0,0,0,0,0,0,0,0,7,1,17,59611.54256,7991.069336
18454_01034,0,0,0,0,0,0,0,0,0,5,1,18,67001.59668,5343.682617
18454_01035,0,0,0,0,0,0,0,0,0,8,1,16,46671.36478,7880.005371
18454_01038,0,0,0,0,0,0,0,0,0,9,1,19,69323.78616,4750.103027
