swc_name,dangling_branch,root_node_jump,z_jumps,narrow_start,fat_ends,has_all_nonzero_segment_lengths,narrow_neurite_section,single_child,multifurcation,number_of_dendritic_trees_steaming_from_the_soma,number_of_axons,max_branch_order,total_section_length,max_section_length
18454_01039,0,0,0,0,0,0,0,0,0,10,0,20,75613.17901,7292.863281
18454_01040,0,0,0,0,0,0,0,0,0,4,1,24,51610.32387,5295.144043
18454_01041,0,0,0,0,0,0,0,0,0,8,1,21,59625.83267,7563.967285
18454_01042,0,0,0,0,0,0,0,0,0,8,1,18,64059.60679,6402.45166
18454_01043,0,0,0,0,0,0,0,0,0,10,1,19,65496.37465,6385.503418
18454_01044,0,0,0,0,0,0,0,0,0,7,1,23,52789.08066,6509.953125
18454_01045,0,0,0,0,0,0,0,0,0,9,1,15,56380.30814,3561.807617
18454_01047,0,0,0,0,0,0,0,0,0,7,1,30,78258.57456,4793.21875
18454_01048,0,0,0,0,0,0,0,0,0,6,0,21,119404.7729,5267.165527
18454_01049,0,0,0,0,0,0,0,0,0,8,1,20,109709.0836,4942.147949
18454_01050,0,0,0,0,0,0,0,0,0,5,0,33,71586.11877,16950.32422
18454_01051,0,0,0,0,0,0,0,0,0,8,1,16,80843.26295,6639.108398
18454_01052,0,0,0,0,0,0,0,0,0,8,0,18,39928.53091,5145.299805
18454_01053,0,0,0,0,0,0,0,0,0,5,1,20,75077.23545,4528.074219
18454_01054,0,0,0,0,0,0,0,0,0,7,1,25,66899.47442,6667.098145
18454_01055,0,0,0,0,0,0,0,0,0,6,1,21,65568.43909,6290.394531
18454_01056,0,0,0,0,0,0,0,0,0,8,1,17,53784.27986,4260.788574
18454_01059,0,0,0,0,0,0,0,0,0,9,1,19,68757.79959,8207.879883
18454_01060,0,0,0,0,0,0,0,0,0,10,1,19,108671.5027,5187.527344
18454_01061,0,0,0,0,0,0,0,0,0,9,1,27,115972.1021,4558.316895
18454_01062,0,0,0,0,0,0,0,0,0,9,1,25,70761.21884,2990.939941
18454_01063,0,0,0,0,0,0,0,0,0,8,1,25,111568.8769,2790.224121
18454_01064,0,0,0,0,0,0,0,0,0,8,1,22,93007.49926,5956.672363
18454_01066,0,0,0,0,0,0,0,0,0,5,1,39,141352.1121,6725.09668
18454_01067,0,0,0,0,0,0,0,0,0,9,1,34,107592.9949,6314.722168
18454_01069,0,0,0,0,0,0,0,0,0,8,1,28,96685.71466,4128.515625
18454_01072,0,0,0,0,0,0,0,0,0,8,1,47,158002.1333,4118.959961
18454_01073,0,0,0,0,0,0,0,0,0,7,1,25,98191.42328,5385.651367
18454_01074,0,0,0,0,0,0,0,0,0,5,1,26,118778.5627,3650.793945
18454_01075,0,0,0,0,0,0,0,0,0,8,1,44,136006.1309,8525.482422
18454_01078,0,0,0,0,0,0,0,0,0,3,1,22,92101.33026,2930.272949
18454_01079,0,0,0,0,0,0,0,0,0,5,1,53,106552.283,4768.270996
18454_01080,0,0,0,0,0,0,0,0,0,7,1,17,67943.48385,5054.71875
18454_01081,0,0,0,0,0,0,0,0,0,12,1,20,68726.65426,5065.05957
18454_01082,0,0,0,0,0,0,0,0,0,9,1,20,94855.9382,5502.137695
18454_01085,0,0,0,0,0,0,0,0,0,8,1,22,61219.71623,5291.442383
18454_01086,0,0,0,0,0,0,0,0,0,8,1,15,59236.06372,8265.824219
18454_01089,0,0,0,0,0,0,0,0,0,7,0,31,69608.26729,8165.883789
18454_01090,0,0,0,0,0,0,0,0,0,5,1,16,52970.89115,7130.624512
18454_01091,0,0,0,0,0,0,0,0,0,7,1,28,153886.6628,8193.679688
18454_01092,0,0,0,0,0,0,0,0,0,5,1,25,65115.50184,10818.32617
18454_01093,0,0,0,0,0,0,0,0,0,8,0,32,88186.02645,5073.724609
18454_01094,0,0,0,0,0,0,0,0,0,12,1,54,94250.43211,6598.642578
18454_01095,0,0,0,0,0,0,0,0,0,3,1,17,51158.73671,5703.90625
18454_01096,0,0,0,0,0,0,0,0,0,9,1,46,75327.34218,7551.995117
18454_01097,0,0,0,0,0,0,0,0,0,7,1,49,57644.10488,3597.940918
18454_01098,0,0,0,0,0,0,0,0,0,6,0,20,55035.76893,5609.282227
18454_01099,0,0,0,0,0,0,0,0,0,8,1,46,90609.2147,4884.87793
18454_01100,0,0,0,0,0,0,0,0,0,6,1,19,57160.62434,6071.707031
18454_01101,0,0,0,0,0,0,0,0,0,10,1,20,69682.24704,5212.912109
18454_01103,0,0,0,0,0,0,0,0,0,8,1,33,59661.01551,3363.548096
18454_01104,0,0,0,0,0,0,0,0,0,8,1,18,84013.65619,9273.839844
18454_01105,0,0,0,0,0,0,0,0,0,8,1,19,47702.33421,5019.283203
18454_01106,0,0,0,0,0,0,0,0,0,6,0,18,58590.21905,7204.72168
18454_01107,0,0,0,0,0,0,0,0,0,9,1,41,111996.8417,3895.640137
18454_01108,0,0,0,0,0,0,0,0,0,8,1,25,122437.5875,3578.587158
18454_01109,0,0,0,0,0,0,0,0,0,6,1,17,58107.07925,6812.521484
18454_01110,0,0,0,0,0,0,0,0,0,7,1,21,73710.76001,5331.253906
18454_01111,0,0,0,0,0,0,0,0,0,6,0,20,46615.66777,9184.079102
18454_01112,0,0,0,0,0,0,0,0,0,8,1,13,47466.69812,8911.578125
18454_01113,0,0,0,0,0,0,0,0,0,7,0,16,59942.20211,9135.658203
18454_01114,0,0,0,0,0,0,0,0,0,8,1,14,48546.08003,10057.4541
18454_01115,0,0,0,0,0,0,0,0,0,7,1,15,63690.18458,8179.155273
18454_01116,0,0,0,0,0,0,0,0,0,6,1,17,57970.40368,7695.972168
18454_01117,0,0,0,0,0,0,0,0,0,4,1,19,48980.51349,2632.783936
18454_01118,0,0,0,0,0,0,0,0,0,9,1,16,51469.09757,10618.85449
18454_01119,0,0,0,0,0,0,0,0,0,9,1,19,51641.99771,5229.081055
18454_01120,0,0,0,0,0,0,0,0,0,9,1,61,72671.36362,6321.260254
18454_01121,0,0,0,0,0,0,0,0,0,7,0,55,114853.3248,5348.935059
18454_01122,0,0,0,0,0,0,0,0,0,8,1,21,64640.05488,5134.386719
18454_01123,0,0,0,0,0,0,0,0,0,7,1,21,56580.8734,7286.479004
18454_01124,0,0,0,0,0,0,0,0,0,5,1,16,52115.07387,5752.47168
18454_01125,0,0,0,0,0,0,0,0,0,6,0,29,95684.38997,4875.652832
18454_01126,0,0,0,0,0,0,0,0,0,6,1,27,51872.79921,10881.16211
18454_01127,0,0,0,0,0,0,0,0,0,7,1,27,97635.8126,10902.27637
18454_01130,0,0,0,0,0,0,0,0,0,9,1,22,163703.951,5150.248047
18454_01131,0,0,0,0,0,0,0,0,0,7,1,33,180569.3012,4289.273438
18454_01132,0,0,0,0,0,0,0,0,0,7,0,25,111886.0297,8083.874023
18454_01133,0,0,0,0,0,0,0,0,0,10,0,29,93600.03776,5169.195801
18454_01134,0,0,0,0,0,0,0,0,0,9,1,28,123733.1127,7093.166016
18455_00002,0,0,0,0,0,0,0,0,0,7,1,18,41118.03895,2739.470215
18455_00004,0,0,0,0,0,0,0,0,0,3,0,16,53477.98789,2902.380371
18455_00005,0,0,0,0,0,0,0,0,0,4,1,28,48271.5584,2227.088867
18455_00007,0,0,0,0,0,0,0,0,0,3,0,34,57542.04247,1953.813843
18455_00008,0,0,0,0,0,0,0,0,0,3,0,25,51219.28977,2367.255859
18455_00009,0,0,0,0,0,0,0,0,0,5,1,21,63040.0909,3030.924316
18455_00011,0,0,0,0,0,0,0,0,0,4,1,24,58946.97561,1792.037476
18455_00012,0,0,0,0,0,0,0,0,0,6,1,15,51022.61268,2460.322266
18455_00013,0,0,0,0,0,0,0,0,0,5,0,24,59322.78249,1747.675293
18455_00014,0,0,0,0,0,0,0,0,0,4,0,20,61475.30351,1794.176025
18455_00015,0,0,0,0,0,0,0,0,0,8,1,33,121167.7848,3970.401123
18455_00016,0,0,0,0,0,0,0,0,0,5,1,28,53497.66276,2045.457275
18455_00017,0,0,0,0,0,0,0,0,0,6,1,28,70141.11541,9723.547852
18455_00018,0,0,0,0,0,0,0,0,0,6,0,41,102177.4283,8507.005859
18455_00019,0,0,0,0,0,0,0,0,0,4,1,49,86574.98802,7806.888184
18455_00020,0,0,0,0,0,0,0,0,0,6,1,27,57947.13043,6172.555664
18455_00021,0,0,0,0,0,0,0,0,0,6,1,31,52587.08233,8984.088867
18455_00022,0,0,0,0,0,0,0,0,0,8,1,28,59432.64221,4902.202148
18455_00023,0,0,0,0,0,0,0,0,0,6,1,24,198313.2841,3785.035645
18455_00026,0,0,0,0,0,0,0,0,0,6,1,22,63141.54627,1994.563354
18455_00028,0,0,0,0,0,0,0,0,0,6,1,36,41955.39783,3629.799805
18455_00030,0,0,0,0,0,0,0,0,0,6,1,15,68416.1057,1926.774414
18455_00031,0,0,0,0,0,0,0,0,0,6,1,9,35065.92971,3566.090332
18455_00032,0,0,0,0,0,0,0,0,0,5,0,29,56407.11641,1399.284912
18455_00033,0,0,0,0,0,0,0,0,0,2,1,31,45051.48293,7322.34082
18455_00036,0,0,0,0,0,0,0,0,0,2,1,34,74241.918,1488.97229
18455_00037,0,0,0,0,0,0,0,0,0,5,1,33,47054.56317,3090.241211
18455_00040,0,0,0,0,0,0,0,0,0,6,2,18,49270.14853,1751.242676
18455_00041,0,0,0,0,0,0,0,0,0,4,1,10,16424.75235,1004.810974
18455_00042,0,0,0,0,0,0,0,0,0,7,1,22,114958.6921,15760.4707
18455_00043,0,0,0,0,0,0,0,0,0,4,1,20,77976.0323,14342.41113
18455_00044,0,0,0,0,0,0,0,0,0,8,0,21,79087.23535,17407.51953
18455_00045,0,0,0,0,0,0,0,0,0,11,1,34,99084.67536,11688.19336
18455_00046,0,0,0,0,0,0,0,0,0,5,0,18,89537.51022,12680.6123
18455_00047,0,0,0,0,0,0,0,0,0,6,1,24,70774.33289,5093.971191
18455_00048,0,0,0,0,0,0,0,0,0,7,0,30,131743.5352,3278.132813
18455_00049,0,0,0,0,0,0,0,0,0,7,1,17,61048.39466,8973.257813
18455_00050,0,0,0,0,0,0,0,0,0,6,1,18,82668.00094,8139.757813
18455_00106,0,0,0,0,0,0,0,0,0,6,0,12,56087.09882,1761.663452
18455_00110,0,0,0,0,0,0,0,0,0,5,1,21,44187.3005,8052.625
18455_00119,0,0,0,0,0,0,0,0,0,6,0,34,72018.41132,1194.13208
18455_00120,0,0,0,0,0,0,0,0,0,6,1,19,43625.78327,5682.469238
18455_00121,0,0,0,0,0,0,0,0,0,10,1,35,69202.14796,7319.252441
18455_00122,0,0,0,0,0,0,0,0,0,4,1,25,135885.346,4019.626465
18455_00123,0,0,0,0,0,0,0,0,0,9,1,61,162367.9376,4878.895508
18455_00124,0,0,0,0,0,0,0,0,0,7,1,67,172794.713,5045.767578
18455_00125,0,0,0,0,0,0,0,0,0,11,1,60,89685.14463,5105.007813
18455_00126,0,0,0,0,0,0,0,0,0,3,0,17,104288.0787,8691.358398
18455_00127,0,0,0,0,0,0,0,0,0,4,1,39,194650.4741,3368.113037
18455_00132,0,0,0,0,0,0,0,0,0,3,1,30,187586.5171,5810.972656
18455_00133,0,0,0,0,0,0,0,0,0,10,1,28,231029.929,4070.973633
18455_00134,0,0,0,0,0,0,0,0,0,9,1,38,211979.5048,6614.464844
18455_00135,0,0,0,0,0,0,0,0,0,7,1,21,32928.43645,682.75177
18455_00136,0,0,0,0,0,0,0,0,0,7,1,27,64432.87733,7892.725586
18455_00137,0,0,0,0,0,0,0,0,0,5,1,38,52981.97178,4699.973633
18455_00138,0,0,0,0,0,0,0,0,0,5,1,31,71233.04654,6394.270508
18455_00139,0,0,0,0,0,0,0,0,0,6,1,21,60549.19056,4221.380859
18455_00140,0,0,0,0,0,0,0,0,0,7,1,39,125152.6633,4360.392578
18455_00142,0,0,0,0,0,0,0,0,0,13,1,40,75568.93511,4371.921875
18455_00143,0,0,0,0,0,0,0,0,0,6,1,29,91402.26469,4549.821289
18455_00144,0,0,0,0,0,0,0,0,0,8,0,23,137088.5938,4102.438477
18455_00145,0,0,0,0,0,0,0,0,0,10,1,54,71287.56097,9472.224609
18455_00146,0,0,0,0,0,0,0,0,0,11,1,27,77571.45896,4677.083008
18455_00147,0,0,0,0,0,0,0,0,0,8,1,32,81868.84334,6363.443848
18455_00148,0,0,0,0,0,0,0,0,0,10,1,44,93398.17296,5865.954102
18455_00150,0,0,0,0,0,0,0,0,0,9,1,32,99260.49879,3930.5625
18455_00152,0,0,0,0,0,0,0,0,0,8,1,29,101599.7407,6077.433594
18455_00153,0,0,0,0,0,0,0,0,0,10,1,61,141090.613,3669.620605
18455_00154,0,0,0,0,0,0,0,0,0,9,0,29,126621.0488,5571.172852
18455_00158,0,0,0,0,0,0,0,0,0,8,1,77,160145.8167,3709.564941
18455_00159,0,0,0,0,0,0,0,0,0,12,0,29,133740.0074,6394.911133
18455_00163,0,0,0,0,0,0,0,0,0,9,1,94,192391.8274,3235.651855
18455_00165,0,0,0,0,0,0,0,0,0,4,1,12,72268.0421,20810.46094
18455_00172,0,0,0,0,0,0,0,0,0,4,1,26,88983.86532,2256.974365
18455_00180,0,0,0,0,0,0,0,0,0,3,1,35,47593.31291,3120.758789
18455_00181,0,0,0,0,0,0,0,0,0,7,1,26,45343.3917,2539.870361
18455_00182,0,0,0,0,0,0,0,0,0,3,1,22,36306.90465,4837.781738
18455_00199,0,0,0,0,0,0,0,0,0,7,0,30,176841.2206,4107.663574
18455_00200,0,0,0,0,0,0,0,0,0,7,1,50,65786.61895,2209.766357
18455_00202,0,0,0,0,0,0,0,0,0,10,1,24,134760.9158,5619.026367
18455_00203,0,0,0,0,0,0,0,0,0,8,1,19,76606.0107,6068.685547
18455_00204,0,0,0,0,0,0,0,0,0,9,1,15,56652.78126,6746.234375
18455_00205,0,0,0,0,0,0,0,0,0,3,1,25,72963.88711,5914.46582
18455_00206,0,0,0,0,0,0,0,0,0,8,1,46,74297.55838,5858.007813
18455_00208,0,0,0,0,0,0,0,0,0,9,0,36,92019.59307,9685.617188
18455_00210,0,0,0,0,0,0,0,0,0,10,1,23,102533.6215,7739.65625
18455_00220,0,0,0,0,0,0,0,0,0,5,1,12,66619.05373,1557.142334
18455_00224,0,0,0,0,0,0,0,0,0,3,1,21,35321.29596,2619.407227
18455_00240,0,0,0,0,0,0,0,0,0,4,1,28,37302.17922,4084.869141
18455_00252,0,0,0,0,0,0,0,0,0,7,1,26,62207.72224,3774.280762
18455_00253,0,0,0,0,0,0,0,0,0,7,0,49,98588.66811,3380.046875
18455_00254,0,0,0,0,0,0,0,0,0,8,1,28,79017.75748,5288.835938
18455_00255,0,0,0,0,0,0,0,0,0,7,1,17,66555.58535,5395.652832
18455_00256,0,0,0,0,0,0,0,0,0,11,1,38,86139.55516,3711.683838
18455_00257,0,0,0,0,0,0,0,0,0,7,1,32,86911.3042,4332.884766
18455_00258,0,0,0,0,0,0,0,0,0,5,1,22,62123.0661,4106.054688
18455_00259,0,0,0,0,0,0,0,0,0,6,1,26,66005.45669,5628.904297
18455_00260,0,0,0,0,0,0,0,0,0,4,1,19,49548.02088,9373.448242
18455_00261,0,0,0,0,0,0,0,0,0,10,0,57,65337.35014,1423.491943
18455_00262,0,0,0,0,0,0,0,0,0,5,0,21,53864.40975,6936.493652
18455_00263,0,0,0,0,0,0,0,0,0,10,1,54,83374.47173,2300.99292
18455_00264,0,0,0,0,0,0,0,0,0,9,1,25,116358.5539,7035.961426
18455_3718_x10944_y12140,0,0,0,0,0,0,0,0,0,5,0,18,49902.18265,4799.681641
18455_4619_x10185_y12182,0,0,0,0,0,0,0,0,0,4,0,29,59497.16232,1902.662842
18455_4709_x21225_y13716,0,0,0,0,0,0,0,0,0,3,1,34,156539.9472,5603.363281
18455_4982_x21552_y14337,0,0,0,0,0,0,0,0,0,6,0,52,192462.8011,4033.725586
18455_5253_x25617_y13881,0,0,0,0,0,0,0,0,0,5,1,20,78844.1895,9027.510742
18455_5316_x26308_y13288,0,0,0,0,0,0,0,0,0,9,1,37,79482.33471,7233.878906
18455_5404_x24949_y14106,0,0,0,0,0,0,0,0,0,7,1,55,143874.8783,8482.794922
18455_5472_x13482_y11733,0,0,0,0,0,0,0,0,0,11,1,47,81710.01211,5300.353516
18455_5474_x14981_y13279,0,0,0,0,0,0,0,0,0,9,1,22,97491.90938,4813.970703
18455_5507_x14812_y14221,0,0,0,0,0,0,0,0,0,11,1,42,95150.65235,7317.978516
18455_5517_x15391_y12702,0,0,0,0,0,0,0,0,0,5,1,36,170949.3533,4758.773438
18455_5730_x15780_y13638,0,0,0,0,0,0,0,0,0,7,0,35,110614.812,6387.501953
18455_5898_x14920_y13352,0,0,0,0,0,0,0,0,0,8,1,52,137132.738,5008.563477
18457_00001,0,0,0,0,0,0,0,0,0,5,0,25,36250.89264,4091.287842
18457_00002,0,0,0,0,0,0,0,0,0,5,0,19,66407.41126,3107.30957
18457_00003,0,0,0,0,0,0,0,0,0,6,1,20,40378.85562,4710.397461
18457_00004,0,0,0,0,0,0,0,0,0,7,1,12,55317.57181,2858.238281
18457_00005,0,0,0,0,0,0,0,0,0,4,0,35,46657.36317,4761.125
18457_00006,0,0,0,0,0,0,0,0,0,3,0,29,35474.4874,1572.650146
18457_00007,0,0,0,0,0,0,0,0,0,7,1,41,47101.26579,5020.843262
18457_00008,0,0,0,0,0,0,0,0,0,6,1,57,50563.47309,4579.650879
18457_00009,0,0,0,0,0,0,0,0,0,5,1,31,230105.3182,7658.490234
18457_00010,0,0,0,0,0,0,0,0,0,11,1,31,76085.98611,6332.722656
18457_00012,0,0,0,0,0,0,0,0,0,8,1,21,66113.72726,6707.210449
18457_00013,0,0,0,0,0,0,0,0,0,7,1,42,68649.09748,7102.004883
18457_00014,0,0,0,0,0,0,0,0,0,9,1,35,39185.81027,4278.978027
18457_00015,0,0,0,0,0,0,0,0,0,4,1,45,41805.88544,3068.088867
18457_00017,0,0,0,0,0,0,0,0,0,9,1,18,47270.33758,9021.070313
18457_00018,0,0,0,0,0,0,0,0,0,8,1,18,64415.8786,11082.14063
18457_00019,0,0,0,0,0,0,0,0,0,6,1,19,48480.87589,6106.506836
18457_00023,0,0,0,0,0,0,0,0,0,7,1,20,62422.78466,8211.760742
18457_00024,0,0,0,0,0,0,0,0,0,3,1,16,61722.61588,4424.847168
18457_00025,0,0,0,0,0,0,0,0,0,7,1,28,51482.24774,7435.892578
18457_00026,0,0,0,0,0,0,0,0,0,9,1,22,71505.53271,6685.568359
18457_00027,0,0,0,0,0,0,0,0,0,9,1,18,69442.64379,7661.325195
18457_00028,0,0,0,0,0,0,0,0,0,4,1,29,108977.542,5694.008301
18457_00029,0,0,0,0,0,0,0,0,0,10,1,23,61077.04713,6307.207031
18457_00030,0,0,0,0,0,0,0,0,0,6,1,19,32064.28797,4717.920898
18457_00031,0,0,0,0,0,0,0,0,0,8,1,18,33241.46032,4897.205078
18457_00032,0,0,0,0,0,0,0,0,0,6,1,23,33018.98319,2820.495605
18457_00033,0,0,0,0,0,0,0,0,0,5,1,26,35288.39831,4876.740723
18457_00034,0,0,0,0,0,0,0,0,0,5,1,37,42862.2127,5139.963867
18457_00035,0,0,0,0,0,0,0,0,0,6,1,30,30245.35817,3954.333984
18457_00036,0,0,0,0,0,0,0,0,0,4,1,20,33408.49558,4269.428223
18457_00037,0,0,0,0,0,0,0,0,0,4,1,27,30855.49029,2072.578125
18457_00038,0,0,0,0,0,0,0,0,0,8,1,45,33465.42445,3254.575195
18457_00039,0,0,0,0,0,0,0,0,0,6,1,26,35712.10573,2194.005127
18457_00040,0,0,0,0,0,0,0,0,0,5,0,51,43518.46299,2234.273438
18457_00041,0,0,0,0,0,0,0,0,0,5,1,32,34200.25041,3774.047119
18457_00043,0,0,0,0,0,0,0,0,0,5,1,23,36930.93722,3586.358643
18457_00044,0,0,0,0,0,0,0,0,0,5,1,42,44911.40468,935.5599976
18457_00045,0,0,0,0,0,0,0,0,0,6,1,22,86754.42117,6236.311035
18457_00046,0,0,0,0,0,0,0,0,0,8,0,23,67471.60775,6299.267578
18457_00047,0,0,0,0,0,0,0,0,0,7,0,27,64938.49121,6316.48584
18457_00048,0,0,0,0,0,0,0,0,0,5,1,31,54824.79859,9022.079102
18457_00049,0,0,0,0,0,0,0,0,0,7,1,27,77220.72036,4796.520996
18457_00051,0,0,0,0,0,0,0,0,0,8,1,25,67573.59622,3981.10791
18457_00052,0,0,0,0,0,0,0,0,0,12,1,20,63495.57156,6786.522461
18457_00053,0,0,0,0,0,0,0,0,0,8,1,19,75966.27243,5630.34082
18457_00054,0,0,0,0,0,0,0,0,0,5,1,36,72702.24387,5549.794922
18457_00055,0,0,0,0,0,0,0,0,0,9,1,21,65918.90242,5391.59668
18457_00056,0,0,0,0,0,0,0,0,0,9,0,23,63069.93484,5858.071777
18457_00057,0,0,0,0,0,0,0,0,0,5,1,54,64686.8203,5676.574219
18457_00058,0,0,0,0,0,0,0,0,0,9,0,32,71311.86785,7022.064453
18457_00059,0,0,0,0,0,0,0,0,0,9,1,28,60377.72715,8117.327148
18457_00061,0,0,0,0,0,0,0,0,0,8,1,29,74833.24397,10137.88477
18457_00062,0,0,0,0,0,0,0,0,0,7,1,46,74723.29395,6228.224121
18457_00063,0,0,0,0,0,0,0,0,0,6,1,20,71673.29005,9173.331055
18457_00064,0,0,0,0,0,0,0,0,0,6,0,30,80234.43046,6333.862305
18457_00065,0,0,0,0,0,0,0,0,0,7,1,12,39821.1411,8921.841797
18457_00066,0,0,0,0,0,0,0,0,0,7,1,26,71849.97516,8331.660156
18457_00068,0,0,0,0,0,0,0,0,0,7,1,37,63487.55455,9384.984375
18457_00069,0,0,0,0,0,0,0,0,0,7,1,30,122240.4796,8752.65918
18457_00072,0,0,0,0,0,0,0,0,0,7,0,22,67505.14295,5212.301758
18457_00073,0,0,0,0,0,0,0,0,0,4,1,15,81285.69737,5668.943848
18457_00074,0,0,0,0,0,0,0,0,0,9,0,21,119415.1321,9112.273438
18457_00075,0,0,0,0,0,0,0,0,0,5,0,7,25500.06685,3426.955078
18457_00076,0,0,0,0,0,0,0,0,0,4,1,38,34880.06129,4353.016113
18457_00077,0,0,0,0,0,0,0,0,0,5,0,47,35809.89881,1163.273926
18457_00078,0,0,0,0,0,0,0,0,0,6,1,23,42102.97526,2207.429932
18457_00079,0,0,0,0,0,0,0,0,0,6,0,29,42214.28645,7009.595703
18457_00080,0,0,0,0,0,0,0,0,0,7,1,36,47508.68415,4209.02832
18457_00081,0,0,0,0,0,0,0,0,0,2,1,22,36774.31734,2863.691406
18457_00082,0,0,0,0,0,0,0,0,0,4,1,25,33851.8347,3348.836426
18457_00083,0,0,0,0,0,0,0,0,0,7,1,37,77717.35689,6907.866211
18457_00087,0,0,0,0,0,0,0,0,0,3,1,42,44541.69018,2244.249756
18457_00088,0,0,0,0,0,0,0,0,0,10,1,27,89483.8953,6531.833008
18457_00089,0,0,0,0,0,0,0,0,0,5,0,34,98138.20593,4785.708008
18457_00090,0,0,0,0,0,0,0,0,0,13,1,19,58379.04103,6540.136719
18457_00091,0,0,0,0,0,0,0,0,0,8,0,26,80295.88794,4570.073242
18457_00095,0,0,0,0,0,0,0,0,0,8,1,16,51730.80464,3428.084961
18457_00096,0,0,0,0,0,0,0,0,0,8,0,28,90935.18536,6444.239258
18457_00097,0,0,0,0,0,0,0,0,0,6,0,38,79652.37352,7735.577148
18457_00098,0,0,0,0,0,0,0,0,0,7,1,43,86433.22958,7828.084961
18457_00099,0,0,0,0,0,0,0,0,0,7,0,31,130220.8857,12547.43945
18457_00101,0,0,0,0,0,0,0,0,0,6,0,34,142865.5478,6477.476563
18457_00102,0,0,0,0,0,0,0,0,0,5,1,50,106321.8508,9137.666016
18457_00103,0,0,0,0,0,0,0,0,0,7,1,43,42175.23675,3605.601318
18457_00106,0,0,0,0,0,0,0,0,0,4,0,45,33843.68186,1385.459717
18457_00108,0,0,0,0,0,0,0,0,0,4,1,36,42014.11787,2750.128662
18457_00109,0,0,0,0,0,0,0,0,0,10,1,49,157227.4163,8522.121094
18457_00110,0,0,0,0,0,0,0,0,0,7,0,47,349421.3449,5143.246094
18457_00111,0,0,0,0,0,0,0,0,0,7,0,59,266702.5115,3263.047119
18457_00112,0,0,0,0,0,0,0,0,0,6,0,55,327867.7374,3646.795654
18457_00113,0,0,0,0,0,0,0,0,0,4,1,24,46078.85481,4732.540039
18457_00114,0,0,0,0,0,0,0,0,0,2,0,47,38294.5572,668.8359375
18457_00115,0,0,0,0,0,0,0,0,0,5,0,22,24070.446,1674.577148
18457_00116,0,0,0,0,0,0,0,0,0,5,1,40,47857.12289,797.4725952
18457_00117,0,0,0,0,0,0,0,0,0,6,1,25,67575.30375,6189.546875
18457_00118,0,0,0,0,0,0,0,0,0,8,1,30,64769.65453,7418.647461
18457_00119,0,0,0,0,0,0,0,0,0,4,1,15,61717.70583,6250.382813
18457_00120,0,0,0,0,0,0,0,0,0,2,1,19,113858.4377,7248.27832
18457_00121,0,0,0,0,0,0,0,0,0,8,1,23,67008.0743,7150.557617
18457_00122,0,0,0,0,0,0,0,0,0,4,1,23,79334.86071,7580.147461
18457_00123,0,0,0,0,0,0,0,0,0,5,0,26,93280.09224,6143.33252
18457_00125,0,0,0,0,0,0,0,0,0,4,1,21,84623.84356,11575.96777
18457_00126,0,0,0,0,0,0,0,0,0,6,1,28,96984.22414,4687.736816
18457_00127,0,0,0,0,0,0,0,0,0,6,0,54,130098.5043,8241.177734
18457_00128,0,0,0,0,0,0,0,0,0,7,0,40,78188.25598,4869.311035
18457_00129,0,0,0,0,0,0,0,0,0,7,1,20,77914.25542,6351.921875
18457_00133,0,0,0,0,0,0,0,0,0,4,1,31,28581.41191,3164.454346
18457_00135,0,0,0,0,0,0,0,0,0,6,1,41,154923.2313,7119.884766
18457_00136,0,0,0,0,0,0,0,0,0,4,0,126,358526.5832,5169.608398
18457_00139,0,0,0,0,0,0,0,0,0,4,1,27,33874.96232,1433.879395
18457_00140,0,0,0,0,0,0,0,0,0,7,1,40,68250.2041,1567.855225
18457_00141,0,0,0,0,0,0,0,0,0,4,1,32,43311.68401,2094.583008
18457_00142,0,0,0,0,0,0,0,0,0,2,1,36,35492.04244,2249.69165
18457_00143,0,0,0,0,0,0,0,0,0,7,1,54,104230.1861,5523.756836
18457_00144,0,0,0,0,0,0,0,0,0,4,1,36,93535.68567,5533.051758
18457_00145,0,0,0,0,0,0,0,0,0,8,1,64,79396.5038,6655.657227
18457_00146,0,0,0,0,0,0,0,0,0,8,1,52,80930.80962,8860.097656
18457_00148,0,0,0,0,0,0,0,0,0,5,1,26,68836.6674,7298.503906
18457_00150,0,0,0,0,0,0,0,0,0,9,1,14,50496.84103,7612.876953
18457_00152,0,0,0,0,0,0,0,0,0,5,0,38,71123.12481,8788.419922
18457_00159,0,0,0,0,0,0,0,0,0,9,0,28,79990.32702,7332.790527
18457_00162,0,0,0,0,0,0,0,0,0,8,0,32,77960.10208,5676.667969
18457_00163,0,0,0,0,0,0,0,0,0,8,0,25,87024.2766,4895.764648
18457_00164,0,0,0,0,0,0,0,0,0,6,0,24,81195.10792,5040.963867
18457_00170,0,0,0,0,0,0,0,0,0,4,0,26,22608.70469,3065.067871
18457_00184,0,0,0,0,0,0,0,0,0,3,0,43,27045.18262,588.807373
18457_00188,0,0,0,0,0,0,0,0,0,6,0,54,398762.4811,4684.170898
18457_00190,0,0,0,0,0,0,0,0,0,4,1,20,72625.59055,7439.765137
18457_00194,0,0,0,0,0,0,0,0,0,6,0,21,84364.4936,4628.447754
18457_00197,0,0,0,0,0,0,0,0,0,8,0,22,60719.49183,4001.122803
18457_00199,0,0,0,0,0,0,0,0,0,7,1,21,105516.4426,6624.707031
18457_00202,0,0,0,0,0,0,0,0,0,10,0,17,60591.13153,9144.045898
